	Ribo	Proba_0	Proba_1
SRR3742598_output	1.0	0.42678767469164974	0.5732123253083504
SRR3742597_output	1.0	0.4456596680200788	0.5543403319799214
SRR3742596_output	1.0	0.43632548981770014	0.5636745101823
SRR3742595_output	1.0	0.43632548981770014	0.5636745101823
SRR3742594_output	1.0	0.42728945378166416	0.572710546218336
SRR3742593_output	1.0	0.4459765731605133	0.5540234268394868
SRR3742592_output	1.0	0.44572915006774466	0.5542708499322554
SRR3742591_output	1.0	0.4270420306888954	0.5729579693111047
SRR3742590_output	1.0	0.455555277987096	0.5444447220129041
SRR3742589_output	1.0	0.455555277987096	0.5444447220129041
SRR3742588_output	1.0	0.46459131402313203	0.5354086859768682
SRR3742587_output	1.0	0.4366931140317087	0.5633068859682915
