	Ribo	Proba_0	Proba_1
SRR2044127	1.0	0.49199031366915996	0.5080096863308402
SRR2044126	1.0	0.4830194227547231	0.5169805772452771
SRR2044125	1.0	0.4741986222106639	0.5258013777893361
SRR2044124	1.0	0.47449326210623377	0.5255067378937663
SRR2044123	1.0	0.4830194227547231	0.5169805772452771
SRR2044122	1.0	0.47449326210623377	0.5255067378937663
SRR2044121	1.0	0.47449326210623377	0.5255067378937663
SRR2044120	1.0	0.47449326210623377	0.5255067378937663
SRR2044119	1.0	0.47449326210623377	0.5255067378937663
SRR2044118	1.0	0.4830194227547231	0.5169805772452771
SRR2044117	1.0	0.4830194227547231	0.5169805772452771
SRR2044116	1.0	0.4830194227547231	0.5169805772452771
SRR2044115	1.0	0.4741986222106639	0.5258013777893361
SRR2044114	1.0	0.4741986222106639	0.5258013777893361
SRR2044113	1.0	0.4830194227547231	0.5169805772452771
SRR2044112	1.0	0.4830194227547231	0.5169805772452771
SRR2044111	1.0	0.47449326210623377	0.5255067378937663
SRR2044110	1.0	0.47449326210623377	0.5255067378937663
