	Ribo	Proba_0	Proba_1
SRR6495386_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495385_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495384_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495382_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495381_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495380_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495379_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495378_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495377_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495376_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495375_output	1.0	0.47449326210623366	0.5255067378937663
SRR6495374_output	1.0	0.47449326210623366	0.5255067378937663
