	Ribo	Proba_0	Proba_1
SRR1017172_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017171_output	1.0	0.49302304772048317	0.506976952279517
SRR1017170_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017169_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017168_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017167_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017166_output	1.0	0.49302304772048317	0.506976952279517
SRR1017165_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017164_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017163_output	1.0	0.49302304772048317	0.506976952279517
SRR1017162_output	1.0	0.4736229750044808	0.5263770249955193
SRR1017161_output	1.0	0.49302304772048317	0.506976952279517
SRR1017160_output	1.0	0.49302304772048317	0.506976952279517
SRR1017159_output	1.0	0.49302304772048317	0.506976952279517
SRR1017158_output	1.0	0.49302304772048317	0.506976952279517
SRR1017157_output	1.0	0.49302304772048317	0.506976952279517
SRR1017156_output	1.0	0.49302304772048317	0.506976952279517
SRR1017155_output	1.0	0.49302304772048317	0.506976952279517
SRR1017154_output	1.0	0.49302304772048317	0.506976952279517
SRR1017153_output	1.0	0.49302304772048317	0.506976952279517
SRR1017152_output	1.0	0.49302304772048317	0.506976952279517
SRR1017151_output	1.0	0.455599592675352	0.5444004073246481
SRR1017150_output	0.0	0.5015492083689724	0.4984507916310277
SRR1017149_output	0.0	0.5119167171513649	0.4880832828486352
