	Ribo	Proba_0	Proba_1
SRR1813232	1.0	0.4825134127961179	0.5174865872038821
SRR1813231	1.0	0.4825134127961179	0.5174865872038821
SRR1813230	1.0	0.4825134127961179	0.5174865872038821
SRR1813229	0.0	0.5010267412428192	0.49897325875718074
SRR1813228	1.0	0.4825134127961179	0.5174865872038821
SRR1813227	0.0	0.5010267412428192	0.49897325875718074
SRR1813226	0.0	0.5010267412428192	0.49897325875718074
SRR1813225	1.0	0.4825134127961179	0.5174865872038821
SRR1813224	1.0	0.4825134127961179	0.5174865872038821
SRR1813223	1.0	0.4825134127961179	0.5174865872038821
SRR1813222	0.0	0.5010267412428192	0.49897325875718074
