	Ribo	Proba_0	Proba_1
SRR1017172_output	0.0	0.628798858666988	0.37120114133301174
SRR1017171_output	0.0	0.6184133025986909	0.3815866974013089
SRR1017170_output	0.0	0.6105212120800182	0.3894787879199817
SRR1017169_output	0.0	0.6336914651611205	0.36630853483887926
SRR1017168_output	0.0	0.6095501150975864	0.3904498849024135
SRR1017167_output	0.0	0.6156787099726854	0.3843212900273145
SRR1017166_output	0.0	0.6105077754982178	0.3894922245017821
SRR1017165_output	0.0	0.6163057015378213	0.3836942984621786
SRR1017164_output	0.0	0.628798858666988	0.37120114133301174
SRR1017163_output	0.0	0.6124326824436521	0.38756731755634766
SRR1017162_output	0.0	0.6432964580824979	0.35670354191750175
SRR1017161_output	0.0	0.6181553155739659	0.381844684426034
SRR1017160_output	0.0	0.6087647862614204	0.3912352137385795
SRR1017159_output	0.0	0.6181553155739659	0.381844684426034
SRR1017158_output	0.0	0.618374819539974	0.3816251804600258
SRR1017157_output	0.0	0.6184133025986909	0.3815866974013089
SRR1017156_output	0.0	0.6103082797676407	0.38969172023235915
SRR1017155_output	0.0	0.593729393419705	0.4062706065802949
SRR1017154_output	0.0	0.6336458030606639	0.3663541969393359
SRR1017153_output	0.0	0.6339563565596553	0.36604364344034446
SRR1017152_output	0.0	0.6336458030606639	0.3663541969393359
SRR1017151_output	0.0	0.6244691685204785	0.37553083147952115
SRR1017150_output	0.0	0.6143513636382778	0.3856486363617219
SRR1017149_output	0.0	0.6724708575881168	0.327529142411883
