	Ribo	Proba_0	Proba_1
SRR3742598_output	0.0	0.5268152091932636	0.4731847908067362
SRR3742597_output	0.0	0.5791463089490607	0.42085369105093934
SRR3742596_output	0.0	0.542950106225694	0.457049893774306
SRR3742595_output	0.0	0.5442241267957673	0.45577587320423274
SRR3742594_output	0.0	0.526972596326706	0.47302740367329393
SRR3742593_output	0.0	0.5692034254969742	0.4307965745030256
SRR3742592_output	0.0	0.5618907372981987	0.4381092627018011
SRR3742591_output	0.0	0.5431209807046032	0.45687901929539676
SRR3742590_output	0.0	0.5904025131254689	0.409597486874531
SRR3742589_output	0.0	0.5729807354193022	0.4270192645806977
SRR3742588_output	0.0	0.5641962346966571	0.43580376530334275
SRR3742587_output	0.0	0.5344468854198411	0.4655531145801588
