	Ribo	Proba_0	Proba_1
SRR6410603	0.0	0.56	0.44
SRR6410604	0.0	0.54	0.46
SRR6410605	0.0	0.52	0.48
SRR6410606	0.0	0.54	0.46
SRR6410607	0.0	0.63	0.37
SRR6410608	0.0	0.64	0.36
SRR6410609	0.0	0.62	0.38
SRR6410610	0.0	0.63	0.37
SRR6410611	0.0	0.5	0.5
SRR6410612	0.0	0.56	0.44
SRR6410613	0.0	0.53	0.47
SRR6410614	0.0	0.5	0.5
SRR6410615	0.0	0.74	0.26
SRR6410616	0.0	0.7	0.3
SRR6410617	0.0	0.73	0.27
SRR6410618	0.0	0.71	0.29
