	Ribo	Proba_0	Proba_1
SRR1813232_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813231_output	1.0	0.49195040881282837	0.5080495911871716
SRR1813230_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813229_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813228_output	0.0	0.509648006146406	0.49035199385359396
SRR1813227_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813226_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813225_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813224_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813223_output	0.0	0.5010267412428193	0.4989732587571807
SRR1813222_output	0.0	0.5010267412428193	0.4989732587571807
