	Ribo	Proba_0	Proba_1
SRR3757026_output	0.0	0.6772736855624568	0.3227263144375428
SRR3757025_output	0.0	0.6772736855624568	0.3227263144375428
SRR3757024_output	0.0	0.6725567044303814	0.3274432955696183
SRR3757023_output	0.0	0.654023371097048	0.3459766289029516
SRR3757022_output	0.0	0.6792138053229358	0.32078619467706376
SRR3757021_output	0.0	0.6772736855624568	0.3227263144375428
SRR3757020_output	0.0	0.6897138053229358	0.31028619467706375
SRR3757019_output	0.0	0.6717138053229358	0.32828619467706377
SRR3757018_output	0.0	0.6515303886409076	0.34846961135909205
SRR3757017_output	0.0	0.669223371097048	0.33077662890295156
SRR3757016_output	0.0	0.6778503626621838	0.3221496373378157
SRR3757015_output	0.0	0.6877904824226628	0.31220951757733667
SRR3757014_output	0.0	0.6606573802060435	0.33934261979395614
SRR3757013_output	0.0	0.6784006771275927	0.32159932287240695
SRR3757012_output	0.0	0.6794705084013867	0.32052949159861294
SRR3757011_output	0.0	0.669223371097048	0.33077662890295156
SRR3757010_output	0.0	0.6698503626621839	0.3301496373378157
SRR3757009_output	0.0	0.6698503626621839	0.3301496373378157
