	Ribo	Proba_0	Proba_1
SRR6727624	0.0	0.5655558288292875	0.43444417117071266
SRR6727625	0.0	0.565537874758199	0.4344621252418011
SRR6727626	0.0	0.528379051328692	0.47162094867130827
SRR6727627	0.0	0.5377305985380969	0.46226940146190315
SRR6727628	0.0	0.5188854333086774	0.4811145666913226
SRR6727629	0.0	0.5285884472461729	0.4714115527538273
SRR6727630	0.0	0.5181602318241079	0.48183976817589236
SRR6727631	0.0	0.5653800961740383	0.434619903825962
SRR6727632	0.0	0.5848837647313061	0.415116235268694
SRR6727633	0.0	0.5186505460585764	0.48134945394142364
SRR6727634	1.0	0.4638195821602178	0.5361804178397822
SRR6727635	0.0	0.5935459439240955	0.40645405607590457
SRR6727636	0.0	0.5842577103208958	0.41574228967910437
SRR6727637	0.0	0.5099555982023692	0.49004440179763104
SRR6727638	0.0	0.5648788286390043	0.4351211713609958
SRR6727639	1.0	0.4823522758002362	0.5176477241997639
SRR6727640	1.0	0.48272240233560315	0.517277597664397
SRR6727641	0.0	0.5373852495147934	0.4626147504852068
SRR6727642	0.0	0.5100412932946691	0.4899587067053311
SRR6727643	0.0	0.5471801018551983	0.4528198981448018
SRR6727644	0.0	0.5194432614126909	0.4805567385873093
SRR6727645	0.0	0.5562855791820924	0.44371442081790774
SRR6727646	0.0	0.5378134661758758	0.4621865338241244
SRR6727647	0.0	0.5460457442559271	0.45395425574407305
SRR6727648	1.0	0.46347726099102915	0.536522739008971
SRR6727649	0.0	0.5473086601762244	0.45269133982377574
SRR6727650	1.0	0.4635323005364443	0.5364676994635559
SRR6727651	0.0	0.5195791084207194	0.4804208915792806
SRR6727652	1.0	0.47375331306394136	0.5262466869360588
SRR6727653	1.0	0.463416900794225	0.5365830992057751
SRR6727654	0.0	0.5005468812429805	0.4994531187570197
SRR6727655	1.0	0.48221623060660973	0.5177837693933902
SRR6727656	0.0	0.5563899090557727	0.4436100909442275
SRR6727657	0.0	0.5656197105596038	0.4343802894403963
SRR6727658	0.0	0.5845909569815756	0.41540904301842474
SRR6727659	0.0	0.538108894034969	0.46189110596503113
SRR6727660	1.0	0.4445790321629542	0.5554209678370458
SRR6727661	0.0	0.5564632851647069	0.44353671483529333
SRR6727662	0.0	0.5750700025544779	0.4249299974455223
SRR6727663	0.0	0.5378524844942897	0.46214751550571037
SRR6727664	0.0	0.5370689470071622	0.4629310529928381
SRR6727665	0.0	0.5840265246734666	0.4159734753265336
SRR6727666	0.0	0.5103781468160039	0.4896218531839962
SRR6727667	0.0	0.5660867205528262	0.43391327944717395
SRR6727668	0.0	0.5653499784262571	0.43465002157374316
SRR6727669	0.0	0.5196139119025611	0.480386088097439
SRR6727670	1.0	0.4818520070464587	0.5181479929535413
SRR6727671	0.0	0.5470864528429282	0.4529135471570719
SRR6727672	0.0	0.5560484108768284	0.44395158912317173
SRR6727673	0.0	0.5659508760947419	0.4340491239052583
SRR6727674	0.0	0.6122479177828919	0.3877520822171083
SRR6727675	0.0	0.6121679186870658	0.3878320813129344
SRR6727676	0.0	0.5099154650055638	0.4900845349944363
SRR6727677	0.0	0.5389619327299129	0.4610380672700872
SRR6727678	0.0	0.5935459439240955	0.40645405607590457
SRR6727679	0.0	0.5001939479544917	0.4998060520455083
SRR6727680	0.0	0.5841020889153536	0.4158979110846466
