	Ribo	Proba_0	Proba_1
B_M_2	0.0	0.9171765481932629	0.08282345180673702
B_M_3	0.0	0.9093839577474339	0.0906160422525661
B_M_1	0.0	0.8929432241255962	0.1070567758744037
B_M_4	0.0	0.9171765481932629	0.08282345180673702
B_T_2	1.0	0.3635044118664177	0.6364955881335826
B_T_1	1.0	0.30844683494193853	0.6915531650580617
C_M_1	0.0	0.8249036642857974	0.17509633571420222
B_T_4	1.0	0.3182398313479443	0.6817601686520558
B_T_3	1.0	0.36165854049007956	0.6383414595099205
C_M_3	0.0	0.8773664848641738	0.1226335151358261
C_M_4	0.0	0.8763023623626199	0.12369763763737994
C_M_2	0.0	0.8847136395566408	0.11528636044335894
C_T_2	1.0	0.23462244493217826	0.7653775550678218
C_T_3	1.0	0.23283571291053992	0.7671642870894602
C_T_1	1.0	0.23380798953459195	0.7661920104654082
C_T_4	1.0	0.22510538849615197	0.774894611503848
