	Ribo	Proba_0	Proba_1
SRR6495376	1.0	0.47449326210623377	0.5255067378937663
SRR6495377	1.0	0.47449326210623377	0.5255067378937663
SRR6495378	1.0	0.47449326210623377	0.5255067378937663
SRR6495379	1.0	0.47449326210623377	0.5255067378937663
SRR6495380	1.0	0.47449326210623377	0.5255067378937663
SRR6495381	1.0	0.47449326210623377	0.5255067378937663
SRR6495382	1.0	0.47449326210623377	0.5255067378937663
SRR6495384	1.0	0.47449326210623377	0.5255067378937663
SRR6495385	1.0	0.47449326210623377	0.5255067378937663
SRR6495386	1.0	0.47449326210623377	0.5255067378937663
SRR6495375	1.0	0.47449326210623377	0.5255067378937663
SRR6495374	1.0	0.47449326210623377	0.5255067378937663
