	Ribo	Proba_0	Proba_1
SRR8530671	1.0	0.4349371171051569	0.5650628828948432
SRR8530669	1.0	0.4446384636847022	0.5553615363152978
SRR8530668	1.0	0.4171713788273042	0.5828286211726958
SRR8530667	1.0	0.39849490524230513	0.6015050947576949
SRR8530666	1.0	0.39821393048129994	0.6017860695187001
SRR8530665	1.0	0.4084981761796538	0.5915018238203462
SRR8530664	1.0	0.39825930538805265	0.6017406946119472
SRR8530663	1.0	0.407733133029434	0.592266866970566
SRR8530662	1.0	0.4167953203718171	0.5832046796281829
SRR8530661	1.0	0.4532331220448878	0.5467668779551123
SRR8530660	1.0	0.4177157158469587	0.5822842841530413
SRR8530659	1.0	0.4168069844280394	0.5831930155719607
SRR8530658	1.0	0.44453223058580216	0.5554677694141978
SRR8530657	1.0	0.39909145723636036	0.6009085427636396
SRR8530656	1.0	0.454937715940366	0.545062284059634
SRR8530655	1.0	0.42631467121534944	0.5736853287846505
SRR8530654	1.0	0.3889755165685427	0.6110244834314573
SRR8530653	1.0	0.4078475098969717	0.5921524901030283
SRR8530652	1.0	0.4076636920399941	0.5923363079600059
SRR8530651	1.0	0.417537938069181	0.5824620619308191
SRR8530648	1.0	0.42710342814321967	0.5728965718567803
SRR8530647	1.0	0.42702362949733563	0.5729763705026644
SRR8530646	1.0	0.3987987150991426	0.6012012849008574
SRR8530644	1.0	0.4175491377952513	0.5824508622047486
SRR8530643	1.0	0.4087155506560108	0.5912844493439892
SRR8530642	1.0	0.42589588555534924	0.5741041144446507
SRR8530640	1.0	0.3987691507714498	0.6012308492285502
SRR8530639	1.0	0.3992299376266339	0.6007700623733662
SRR8530638	1.0	0.4083946456811357	0.5916053543188643
SRR8530637	1.0	0.40862630945124734	0.5913736905487526
